Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Affected_by_Climate_Change
2012,France,Grand Est,Soybeans,15.902039187286185,966.7954129983858,9.03,2.061077351351858,7,18.71,42.65,22.71,30.0,Organic Farming,364.03235696205496,0
1999,Russia,Central,Coffee,16.699295724939162,698.6369855351406,3.92,3.4825976160065886,4,72.17,10.71,17.08,61.243524670971084,Water Management,752.580990109169,0
2022,Russia,Siberian,Vegetables,23.30498079546228,825.0635337372124,28.19,2.531833702183734,10,15.27,26.54,31.2,61.64737536763691,Drought-resistant Crops,525.3326183783315,0
2021,Brazil,Southeast,Rice,14.626376215197082,666.5222395771152,1.92,3.9146601229824474,0,30.34,35.59,58.24,49.50051504945025,Water Management,832.8027373757359,0
2002,India,Punjab,Wheat,25.571640588729018,865.646210561157,28.29,2.738701969708638,10,44.2,45.71,27.97,71.03898132470883,Drought-resistant Crops,810.1765041965713,0
1996,Argentina,Pampas,Rice,18.551214961600685,914.8297511318373,27.89,2.088632366560207,10,26.38,23.39,5.72,40.85031066055802,No Adaptation,323.0130732540881,0
2006,India,West Bengal,Vegetables,18.617431119405236,696.718452613772,8.02,2.168064219295502,10,83.44,3.22,27.25,53.80929243917005,Water Management,658.5186940047329,0
2006,Nigeria,South East,Cotton,9.842132853857905,843.5627373169385,7.22,2.0723074113658795,10,52.5,19.25,75.13,48.8022139383655,No Adaptation,411.6768921734237,0
1991,China,South,Wheat,25.287888671403195,809.3737355259966,25.24,2.2926630004199637,10,70.19,22.21,24.18,48.38069188643787,Organic Farming,553.4294830686536,0
1996,India,Punjab,Wheat,20.748166456498762,945.6215170190737,12.17,2.345380554735134,10,59.1,21.0,49.47,65.69825271124245,No Adaptation,591.4898161031982,0
1995,India,West Bengal,Cotton,16.570503530483652,548.8324086498767,6.35,2.294581472124975,6,25.72,21.66,40.28,45.05384967131871,No Adaptation,473.4283613490545,0
1997,India,Tamil Nadu,Vegetables,21.989862512540046,815.3074040618554,10.47,2.5746168702938776,10,55.93,18.21,21.22,65.11447354190234,No Adaptation,674.8573692090806,0
1991,France,Provence-Alpes-Cote d’Azur,Barley,21.37825667716425,704.942479673917,6.48,3.3994315481820516,4,42.78,7.09,19.16,61.56447393767042,Water Management,824.3159718820875,0
2019,Russia,Central,Corn,21.887957788191173,828.1642088270268,22.73,2.5607961113295596,10,79.15,5.45,96.96,65.48306032046865,Organic Farming,587.7600962446076,0
2000,Canada,Ontario,Corn,12.341481986099932,636.303609318916,3.28,3.6934927652325733,0,90.15,48.14,80.97,45.089277592485125,Drought-resistant Crops,1069.56924032057,0
2000,Nigeria,South East,Corn,17.681579170134867,868.1345684125097,17.82,2.722099352593333,10,59.32,26.29,90.46,77.24116846374243,Organic Farming,743.5912738447416,0
1995,Argentina,Pampas,Rice,21.44302119522113,922.8527196117738,3.6,2.745705399363665,10,52.55,13.47,70.8,92.91799040040578,Water Management,665.6902054937145,0
2010,Brazil,Northeast,Cotton,27.961513223475347,961.5610047430819,10.79,2.673859654944971,10,54.42,48.22,75.83,86.64257943930433,No Adaptation,555.3575544362743,0
2013,Russia,Northwestern,Vegetables,18.107941594283538,864.6706561352137,1.23,3.8948451325110183,3,87.26,15.7,45.52,68.403215524021,Drought-resistant Crops,797.590461778366,0
2022,Australia,New South Wales,Wheat,16.494234143139998,856.3528525938518,1.33,4.07875030583085,2,54.88,6.41,63.38,71.63289053935284,Organic Farming,1008.9779209654863,0
1992,Argentina,Pampas,Coffee,20.364177901347034,780.3663977154758,13.4,2.207786354088363,10,24.27,10.98,30.03,60.009690594319046,Drought-resistant Crops,751.8118847532166,0
1992,Russia,Central,Rice,26.032450654123494,727.037778876175,25.02,2.65071898994902,10,64.38,35.35,89.19,73.24178831727738,Water Management,701.4478958147075,0
1996,China,North,Cotton,22.18183330542248,857.5262318824242,13.65,2.418588891668137,10,69.56,14.15,6.06,64.13510343657788,Crop Rotation,716.7953128247049,0
1995,Australia,New South Wales,Cotton,29.02450833573726,984.9763276854917,28.24,1.904209863328791,10,12.24,19.18,28.48,50.09150718138658,Water Management,556.9755539240384,1
2014,Canada,British Columbia,Sugarcane,12.200355203559193,766.7919998331413,3.11,3.4213118770610076,4,47.01,9.53,37.42,54.39983807945528,Drought-resistant Crops,750.3625151951883,0
2004,India,Maharashtra,Corn,21.960077183091038,1158.605212284553,23.86,0.5966568801906917,10,95.8,18.93,50.44,30.0,Crop Rotation,119.72509671409354,1
1999,France,Provence-Alpes-Cote d’Azur,Barley,15.366555808645845,867.8411011211706,27.81,2.453434167895613,10,10.42,21.6,53.4,57.786941967619626,Water Management,501.8159623874159,0
2008,India,Punjab,Cotton,20.919459901161993,756.4944547877598,10.02,3.1408146547016322,8,81.7,30.46,11.56,77.88818098235313,Organic Farming,737.0725420750961,0
1999,Russia,Northwestern,Corn,27.17057782102725,716.671892705998,15.4,3.2250513341670293,7,44.55,8.69,64.83,71.25712917995918,Crop Rotation,584.1211246693438,0
2010,France,Provence-Alpes-Cote d’Azur,Rice,19.558016496547733,1063.742882835091,17.48,1.1453225784037793,10,47.56,32.77,16.83,30.0,Drought-resistant Crops,203.26585974343624,0
1993,Australia,Victoria,Coffee,29.555848000102202,897.9040298899477,29.11,2.5102192620219803,10,99.9,22.6,62.47,62.09242346199426,Organic Farming,713.1114625518509,0
2024,Nigeria,South East,Barley,16.76850427453797,913.2571505754614,4.32,2.1933044511721276,10,98.12,31.76,37.51,58.3952381124355,Crop Rotation,454.2568247810732,0
2022,Canada,Prairies,Fruits,27.001733688626167,973.2911164778799,27.3,2.337484013680267,10,33.17,6.64,21.8,60.599965509222116,Drought-resistant Crops,760.0122969608665,0
2019,France,Provence-Alpes-Cote d’Azur,Fruits,23.476604824101578,895.7814995135024,15.44,2.2764784310455974,10,41.75,43.59,53.66,57.9290763052798,Water Management,641.3795128783399,0
2005,Argentina,Pampas,Corn,20.400851709339705,599.3412776800631,27.88,1.8442029408451388,10,29.43,17.43,68.56,47.853058815281436,Organic Farming,456.7708103863127,1
2002,France,Ile-de-France,Coffee,19.61027160715394,1006.4756197337178,28.26,1.9715115138345758,10,44.8,1.05,69.11,50.81699213349194,Organic Farming,469.0792989355118,1
2003,Canada,Prairies,Vegetables,25.644720346011116,1027.9428908628681,18.3,1.8012143945659098,10,35.11,29.75,82.07,50.5312069100509,Drought-resistant Crops,686.7201968647614,0
1994,USA,Northeast,Barley,18.347639201128764,973.3798381018424,20.79,2.1750094970985545,10,14.22,12.17,55.62,58.360432878250236,No Adaptation,566.0621234022474,0
2022,France,Ile-de-France,Corn,27.04357733896974,620.2119812186452,2.77,3.587067728653907,3,26.81,10.12,85.42,73.81906483903872,Crop Rotation,824.8692410258848,0
2017,France,Grand Est,Vegetables,17.752779504104915,771.4659691258219,4.08,3.1963578166297544,5,53.7,20.63,58.71,58.339585339842735,No Adaptation,677.437923694506,0
1998,China,East,Rice,17.028260223557673,1042.4036746487263,19.4,1.476246480670504,10,74.83,29.83,43.17,41.53862309012827,Organic Farming,349.94262329371446,0
2024,Canada,Ontario,Coffee,27.632966625704984,892.1458233049835,19.56,2.321136081480531,10,80.89,17.43,8.15,56.682052171450266,Crop Rotation,383.7047888018136,0
2003,USA,South,Barley,18.094700929365125,1001.9964200758391,5.47,1.5057451314829646,10,26.1,27.43,82.99,45.44730513055625,Water Management,374.9306771958652,0
2023,Nigeria,North West,Corn,22.881365542351702,889.1408708174855,17.98,2.1615485121705857,10,69.82,10.68,48.62,54.35487563310814,No Adaptation,453.0241904035628,0
2000,Russia,Northwestern,Sugarcane,14.044329496361113,874.7414343003297,12.74,2.4429351441305913,10,25.12,27.9,78.59,65.65412794651039,No Adaptation,673.0599730636577,0
2021,France,Ile-de-France,Sugarcane,23.850247225731984,811.3054659956892,4.25,3.6896243741016184,2,55.6,23.44,83.05,47.874919388378444,Drought-resistant Crops,827.4889182537855,0
1993,Argentina,Pampas,Corn,14.660261754085779,905.3471204054981,4.92,4.159704930862245,0,53.59,13.05,62.33,56.94234864704254,No Adaptation,830.2027135700762,0
2021,Argentina,Pampas,Soybeans,23.58205212340027,917.1181585407103,16.08,2.5341483379576544,10,32.5,20.31,83.02,68.16781797874332,Drought-resistant Crops,512.9682730291656,0
1990,Australia,New South Wales,Wheat,23.27698366576906,988.3982634275678,20.71,1.7124346630608773,10,61.95,36.69,18.7,43.26845671734078,Drought-resistant Crops,256.97808209074833,0
1990,India,West Bengal,Corn,24.868624731572865,862.6488256426771,15.71,2.9009082220967306,8,26.04,4.37,50.81,66.21192675735668,Drought-resistant Crops,491.9526496847948,0
2019,Argentina,Northwest,Corn,23.204700273643393,696.7410363573908,22.95,2.698143241194318,10,71.08,16.86,37.85,73.45752828956536,Crop Rotation,819.8650146142231,0
2017,USA,West,Barley,13.339722918823004,727.700457614352,2.22,4.224522132285742,0,87.53,34.9,41.65,59.48570183434271,Water Management,1081.5017157023906,0
2018,Canada,British Columbia,Soybeans,19.775785498394384,1021.2351232602634,26.16,1.7062342019902172,10,13.82,29.1,4.1,43.40256494215537,Organic Farming,667.9683488162981,1
2018,Nigeria,South East,Wheat,22.406918956607274,800.6382775052042,17.66,2.51272232159282,10,26.12,43.01,3.9,64.99238578620356,Crop Rotation,702.9640654707922,0
2011,Nigeria,South West,Coffee,10.531413162709148,806.9405212896042,21.29,2.5049132128481997,10,67.63,44.13,89.41,62.37805629036431,Organic Farming,558.9236589098518,0
2021,Australia,Victoria,Rice,29.535759925737562,739.5107505623969,26.28,2.706744834402325,10,21.21,16.75,94.48,70.31505196433388,Crop Rotation,558.4465311409649,0
1999,China,South,Barley,23.383472940894293,822.8679425426792,18.77,2.456179296902077,10,46.55,46.45,43.83,59.16230062645596,Crop Rotation,888.633811436875,0
1995,USA,Midwest,Barley,27.77944017303514,1043.5679763504777,29.95,1.3044673893273242,10,10.13,15.16,37.86,30.0,Organic Farming,377.1649566684725,1
1996,France,Provence-Alpes-Cote d’Azur,Cotton,24.74287950698872,885.3151112705435,23.13,2.9507874549006403,10,18.08,21.48,16.98,86.96954787451881,Organic Farming,614.4729085464712,0
2004,Argentina,Pampas,Wheat,21.36273025655003,1043.2644994268933,24.25,1.6814988005812141,10,40.23,43.35,23.68,49.535075358793975,Drought-resistant Crops,623.6040296217661,1
2024,China,North,Vegetables,26.856514901745804,1127.2863107097473,23.82,1.0064987370620595,10,78.21,8.87,53.43,41.73016667921582,Drought-resistant Crops,280.0002704290969,1
2016,Russia,Volga,Cotton,24.574106346338045,923.6446887898561,29.94,2.2969592832498362,10,74.34,23.99,11.5,51.40792199491126,Crop Rotation,579.266713543794,0
2016,Brazil,North,Coffee,19.041365748017963,861.9331320026895,9.47,2.1763063142777597,10,55.3,31.62,76.95,51.74476160921432,No Adaptation,704.6930357515782,0
2014,China,Central,Cotton,17.778349781720525,666.2660811625407,2.93,4.0000085379137325,0,38.22,12.66,79.7,54.45004195688129,Water Management,995.4489067189589,0
2014,Brazil,Northeast,Soybeans,24.883088935347544,849.7882121917798,21.12,2.0317245867591303,10,19.43,44.06,71.56,39.392949342609114,Crop Rotation,571.0260759003369,0
1996,India,Punjab,Wheat,20.656900975407325,746.0762906295616,7.36,3.1671022253253,6,29.66,14.36,93.3,63.000134268876074,Crop Rotation,786.9445832720294,0
2008,France,Nouvelle-Aquitaine,Cotton,27.69083631390835,757.022639663586,20.62,2.4719042653159513,10,21.03,47.23,4.95,62.09360791085935,Crop Rotation,567.8579825973414,0
2022,USA,Northeast,Vegetables,19.491261363000238,683.2488685354277,7.46,2.436460198535941,8,93.99,14.48,26.12,51.94766085165475,Organic Farming,591.3455821859453,0
2013,China,East,Wheat,28.636386916645954,955.7048584234103,21.22,1.9825842089672867,10,97.9,20.12,82.12,51.07181844967613,Water Management,497.65206309840875,0
1999,USA,Midwest,Sugarcane,21.35360669333916,918.3637280506259,19.18,2.2132335062859565,10,19.71,45.61,35.72,56.886749570724874,No Adaptation,467.08790436230845,0
2013,France,Provence-Alpes-Cote d’Azur,Corn,21.537035658722907,589.2501639141617,2.61,3.0520486106025486,1,70.6,6.21,95.97,30.0,No Adaptation,731.4782200111651,0
2011,Australia,Victoria,Corn,16.238589794385668,804.912258838412,6.39,2.754952625650329,7,17.4,46.67,71.53,52.08978211951822,Organic Farming,864.6788010318982,0
1992,Brazil,Northeast,Soybeans,19.75925798362623,760.6341771374236,2.64,3.3237063917388374,5,78.33,31.22,56.94,61.00068401970382,No Adaptation,735.5059607649118,0
2009,Australia,Western Australia,Cotton,16.762139880791544,761.235028271615,1.8,4.648734594459423,0,85.43,25.17,61.97,79.79499532986796,Drought-resistant Crops,1019.0898381670795,0
2000,Russia,Volga,Cotton,17.976211788295878,758.0999933474429,1.09,4.026248034332095,0,98.92,49.4,31.22,48.71232904176577,Organic Farming,1098.7372099946506,0
2003,Australia,Western Australia,Vegetables,21.87944933407627,995.6596752375192,21.7,1.5109352256110236,10,31.58,1.7,90.16,30.0,Water Management,223.559336942421,0
2000,Nigeria,North Central,Vegetables,16.068285062914036,924.5550761717182,27.7,2.2935835553090516,10,30.43,30.41,26.21,53.30181717032258,Water Management,533.2505189007429,0
1999,Brazil,Northeast,Corn,27.37460957561186,907.8364454929847,28.33,2.185293111202081,10,11.78,36.1,97.83,51.98115190545066,No Adaptation,406.9215918155211,0
2012,China,South,Vegetables,22.515491243062684,842.0041463495194,24.34,2.580331149289368,10,76.41,7.0,95.02,63.09325064716942,Crop Rotation,878.0111156677306,0
1990,Brazil,Northeast,Fruits,29.726726430060314,852.8078137401673,23.13,2.157091175986526,10,84.88,12.8,32.0,47.30767651729679,Drought-resistant Crops,622.0296061192676,0
2004,USA,Northeast,Wheat,18.015039250704596,762.8276996663305,12.24,3.316956073199248,7,65.56,2.35,81.44,70.69712182319118,Drought-resistant Crops,799.5126845316545,0
2008,Canada,Ontario,Barley,20.127929385563544,979.3018016706467,27.07,1.9662446997525589,10,10.74,19.44,12.26,45.777383220462085,Drought-resistant Crops,514.3752288067088,1
2018,Canada,Prairies,Rice,21.11554292871082,974.4841183539721,13.56,1.8703149622109645,10,61.17,20.85,10.58,53.489691706060455,Organic Farming,694.4154406139505,0
2018,Canada,Prairies,Sugarcane,15.085352911891379,698.608776363449,1.89,3.906995533099481,0,42.84,0.91,47.54,44.37681179879753,Drought-resistant Crops,1292.198901298484,0
2015,China,East,Wheat,19.70959677462832,919.2744481417869,16.9,2.477632662154713,10,84.81,24.88,33.77,68.90438827072346,No Adaptation,634.9991884352352,0
1998,Brazil,North,Corn,17.321715133097015,609.2681825270151,3.65,3.2597911812722526,4,88.68,24.96,10.74,62.80635248234353,Crop Rotation,535.2954796587452,0
1995,Canada,British Columbia,Coffee,27.8106730578522,772.7070706412649,28.14,2.462475911045428,10,52.69,20.13,48.07,51.78351874953593,Drought-resistant Crops,733.7867921164153,0
2016,Brazil,Northeast,Soybeans,12.634350323505364,934.9853058319012,3.0,3.9684767737338724,0,11.75,3.33,1.08,49.91424873260354,Organic Farming,957.1773660622147,0
2009,China,South,Fruits,16.866205483934525,812.1250933894046,8.85,3.3458459854108513,6,60.38,4.23,73.53,73.14217772296237,No Adaptation,555.7333653168882,0
2004,Australia,Victoria,Rice,21.87423909261329,917.1302291495142,7.95,2.041319359599656,10,54.87,22.72,42.9,51.37612804438165,No Adaptation,727.8354673737122,0
1994,Russia,Northwestern,Corn,18.073084431734706,932.3591524493097,14.32,2.2072961063129153,10,93.9,48.68,67.92,58.736607999255696,Organic Farming,635.2924689950987,0
1995,India,Punjab,Vegetables,14.373518428037743,839.4169787808261,4.38,2.7329881728055736,8,35.1,40.73,38.86,61.77459966691845,Crop Rotation,493.70287228544584,0
2016,India,Tamil Nadu,Sugarcane,18.036488221838184,789.0564202351253,7.15,4.187466191073996,0,27.54,25.22,98.39,51.443361937032094,Water Management,799.003863221622,0
2011,Canada,Prairies,Coffee,15.614225331059203,1021.3464837998861,9.86,1.8235676226880113,10,58.54,37.67,77.19,57.67282128333933,Crop Rotation,434.8566844771914,0
2017,Nigeria,South West,Cotton,27.613808663118416,1096.4507429076284,26.69,1.1873450188279953,10,57.8,33.13,75.86,36.608659329468566,Crop Rotation,320.49719919686106,1
1990,Australia,Western Australia,Barley,15.39672009940838,958.4767375656498,5.36,2.4098002790927904,7,34.95,34.28,91.47,50.72269492008963,Organic Farming,682.0294828740878,0
2024,Argentina,Patagonia,Soybeans,24.545073152635617,996.3178060306161,16.82,1.7184758877354898,10,25.57,31.56,51.79,48.236289088005734,Drought-resistant Crops,432.4158709100299,0
2024,India,Maharashtra,Vegetables,28.700702734677915,869.5811130805758,27.44,2.4577696755805136,10,44.8,45.99,13.61,56.14012354868646,No Adaptation,465.98861362681873,0
2002,Nigeria,North Central,Soybeans,24.341833640461044,862.6237560111276,23.49,2.329684789904477,10,36.86,26.52,60.9,53.198016116216124,No Adaptation,856.6227298394907,0
2021,USA,West,Cotton,15.92924452166282,691.6577805759603,7.01,3.9994662502209644,1,86.0,48.43,43.68,63.885275629962216,Crop Rotation,868.7440704016019,0
2018,Canada,Ontario,Coffee,24.72723396083895,881.3270457316017,9.91,3.05214569651607,7,90.4,7.47,51.61,61.787492744117685,Water Management,729.4154671349356,0
1997,Canada,British Columbia,Corn,18.924004883156655,817.6097367571788,10.81,2.444200053415456,10,52.25,31.99,73.65,68.16137705926124,Crop Rotation,496.16303829561997,0
2021,Canada,Ontario,Sugarcane,20.264416894981988,798.8358822926466,28.89,2.2385875239554367,10,11.75,13.54,10.61,45.356305785685265,Drought-resistant Crops,551.7480542222743,0
2005,Argentina,Northeast,Rice,18.98794424133701,865.4010074974983,19.25,2.45105202101765,10,95.36,18.7,49.61,57.49154163577945,Crop Rotation,361.17962998833497,0
2005,China,South,Soybeans,20.334592594116753,947.5338715758154,4.72,3.932519622067198,1,20.56,33.98,58.45,60.20603786364106,Organic Farming,870.7245489992008,0
2015,Australia,Queensland,Wheat,18.382272359108605,755.3740501255947,1.2,3.1334413380536925,6,35.01,47.21,88.84,65.03035606615894,Organic Farming,648.2752045758817,0
1997,China,East,Rice,18.933678247373425,842.3699135984062,3.92,2.4560282479273146,8,77.95,14.39,20.78,51.47015980135071,No Adaptation,676.2754552938513,0
2003,Australia,Victoria,Barley,21.22552074202381,1020.9606131430035,12.36,1.5494934642593976,10,28.02,5.66,68.35,45.046408126829505,Crop Rotation,375.225008149199,0
1999,Australia,New South Wales,Cotton,24.765914124658607,1162.6473627122546,17.92,0.5706927672337438,10,81.75,1.43,49.58,30.0,Drought-resistant Crops,50.0,0
1993,Brazil,North,Rice,25.54147010188361,1021.9754127685969,21.26,1.650877885732747,10,63.68,31.82,16.83,47.13923228494112,No Adaptation,549.3061324386288,0
2016,France,Nouvelle-Aquitaine,Coffee,22.572980826225077,814.6120009542333,26.96,2.4244931426035703,10,52.59,0.96,1.29,53.23038103354614,Crop Rotation,767.3503790154301,0
2003,Nigeria,North Central,Corn,25.98841943436757,907.9057387384976,24.85,2.1966536514103883,10,17.06,10.63,11.47,48.476376329236146,Crop Rotation,511.33565521511355,0
2001,USA,Midwest,Rice,16.12102984078802,821.3088106233772,0.77,2.2268427042332153,10,13.8,13.64,39.65,58.88800703702492,Water Management,506.4272847352672,0
2002,Argentina,Northwest,Sugarcane,21.271248868450517,798.4093644711702,11.48,2.8814854710429523,9,67.43,46.26,11.44,72.25707365386978,No Adaptation,772.3476776907393,0
2016,Argentina,Northeast,Fruits,18.25168517800808,872.1202628446472,13.95,2.199887492935213,10,37.21,32.51,11.25,54.150808974061874,Drought-resistant Crops,519.788086424742,0
2020,Australia,Queensland,Soybeans,23.62040631189651,841.553429270155,27.0,2.51089990219671,10,75.25,46.97,31.2,61.26115855249451,Crop Rotation,689.1827287094005,0
1997,Russia,Siberian,Barley,19.12903050091964,1100.804155627701,25.1,0.9129861230715126,10,96.19,43.11,6.07,30.0,No Adaptation,403.2813002571787,1
2007,France,Provence-Alpes-Cote d’Azur,Sugarcane,21.603297803283347,1002.618901241862,19.07,2.088286536514681,10,91.71,6.29,1.55,62.834395710811805,Drought-resistant Crops,510.22123071736576,0
2007,France,Provence-Alpes-Cote d’Azur,Sugarcane,24.07838891933187,855.9622670879463,18.76,2.581096812797883,10,46.68,37.95,76.04,68.86936119280006,Drought-resistant Crops,631.4505981358222,0
1998,Australia,Queensland,Wheat,11.555721356994939,864.2237662186674,5.52,3.610374747896307,3,93.31,8.23,93.58,57.58938678489977,No Adaptation,782.7617138736877,0
2024,Australia,Western Australia,Wheat,24.9563135947401,984.2000385932058,24.61,2.02580444310437,10,53.64,19.96,12.53,47.50378308992704,No Adaptation,542.1354289610493,1
2015,China,South,Rice,25.287236451329903,800.6237966932675,11.79,3.266044193081259,6,80.42,38.72,16.05,65.18046682508236,Crop Rotation,537.586295644696,0
2015,Argentina,Northwest,Rice,18.964709443448985,932.7420653009865,28.86,2.2634150373298976,10,19.65,19.65,41.21,56.670942820894844,Water Management,506.96964963318965,0
2004,China,South,Cotton,22.00558362934361,693.6745847815125,3.84,3.188318660442418,5,13.79,3.45,58.38,57.84596616472675,Water Management,768.8436337529939,0
2015,Argentina,Northwest,Wheat,12.864861015953128,604.9765440204364,1.86,3.974499552391784,0,18.52,8.49,71.38,62.17984754436127,Water Management,861.4776170674496,0
2014,France,Ile-de-France,Vegetables,17.024649602988767,635.7856486786866,5.37,3.2166887921795055,3,90.48,41.88,69.3,53.39984919979339,Crop Rotation,772.3441410613829,0
2015,India,Punjab,Cotton,17.062109182253902,864.9210763568408,12.41,2.3971406338483496,10,30.73,44.94,16.23,58.85587495877942,Crop Rotation,328.96393521770887,0
2002,Australia,New South Wales,Cotton,19.17271058398708,682.037429795906,13.72,3.0689632931722444,7,36.97,25.84,73.78,70.16204773756304,Organic Farming,703.0975413282026,0
2013,India,Maharashtra,Rice,18.844903026933554,1011.7689030280143,17.55,1.6952799804382628,10,87.27,32.72,70.0,47.260226183701825,Drought-resistant Crops,395.05140625584585,0
2013,France,Grand Est,Barley,21.937970915921785,995.927054398016,27.34,1.7200885193403992,10,67.43,30.13,63.09,37.01933052903724,Water Management,551.5805125921993,1
1993,Russia,Volga,Cotton,8.19701211317784,761.531565699973,9.13,2.1091498292896476,10,22.61,4.92,11.86,49.26122330917448,No Adaptation,716.7507419501541,0
1993,USA,Midwest,Coffee,12.999882706757177,697.4719382048521,1.45,3.491476528799284,3,59.27,49.45,9.06,55.05919149030498,Crop Rotation,856.3989050343196,0
2006,France,Grand Est,Rice,21.92335788285656,780.6375241918505,1.14,3.6880768654788763,3,98.78,17.04,62.2,58.55764229640634,Organic Farming,1029.1934590248948,0
2004,Australia,Victoria,Wheat,20.191211032096916,895.1663583222936,21.31,2.3818315041051523,10,28.05,49.84,13.93,57.61475021547708,Drought-resistant Crops,580.5914216118534,0
2009,India,West Bengal,Sugarcane,17.14264683600022,692.9366477117192,3.82,4.148246570487088,0,50.19,36.79,11.6,55.89810152800628,Crop Rotation,893.3954920032063,0
2016,USA,South,Barley,22.766111314466578,692.2660893310266,6.28,2.4409462764096173,7,77.01,33.48,84.67,40.75674884422239,Drought-resistant Crops,692.3166042758639,0
2004,USA,Northeast,Wheat,20.908534301051322,976.1702401679529,25.14,2.3392752656515396,10,77.92,49.68,25.52,62.36736207546966,Water Management,527.2586682380244,0
2013,Canada,Quebec,Wheat,24.93832021006368,1002.253323738364,20.26,1.7983511008062296,10,60.91,29.48,32.61,46.36815762729201,No Adaptation,492.6919357790091,0
2006,India,Tamil Nadu,Corn,24.92931302234038,865.6118852379645,29.02,2.5384535210318924,10,88.21,10.52,14.86,61.425758935974024,Water Management,812.1702870692081,0
2018,India,Maharashtra,Wheat,22.132481069767366,979.4771160769184,9.34,1.849542201845031,10,27.73,21.9,7.36,51.04893667334668,Crop Rotation,382.4617736421953,0
2009,France,Provence-Alpes-Cote d’Azur,Rice,21.042628248609176,1041.314406915344,21.03,2.0854232707802147,10,43.11,43.86,12.6,71.06857530412658,Drought-resistant Crops,430.03839556286806,0
2017,India,Tamil Nadu,Sugarcane,18.33837491840981,895.1751860295914,25.02,2.2530764784784765,10,84.27,5.39,92.35,57.27292682662204,Drought-resistant Crops,677.2706233738872,0
2010,Australia,Western Australia,Rice,22.463470110291844,1047.2307520492982,24.7,2.060895820973614,10,88.75,2.88,65.06,71.71044751442601,Water Management,585.3803268664378,1
1997,Argentina,Patagonia,Coffee,21.085038197786332,880.4569839631602,13.88,2.3218508729705354,10,72.5,31.2,15.37,61.01439805113135,Drought-resistant Crops,465.3368932170157,0
1999,Nigeria,North West,Coffee,21.158386897831225,940.2922876538345,12.98,2.1462707816827216,10,19.71,41.64,87.24,56.135397644797465,Water Management,595.7444751980476,0
2004,France,Provence-Alpes-Cote d’Azur,Fruits,12.888623560680163,722.9975073723946,3.74,3.993180750314406,1,15.75,3.21,56.05,57.15426985229371,Crop Rotation,1013.5349745677354,0
2002,China,North,Wheat,19.309876755380834,1028.932477004459,20.37,1.7038308970112641,10,79.38,12.11,91.98,46.23171895150506,Water Management,471.55150806351367,0
2013,Nigeria,North Central,Corn,18.430627253204463,949.430195977423,14.69,2.444818918019899,10,78.9,15.04,36.66,76.4076658961728,No Adaptation,335.61098321088673,0
2015,Russia,Central,Coffee,27.39270451831513,886.7343669634814,13.57,1.9369344651230596,10,88.88,47.72,54.6,40.105945010495354,No Adaptation,500.18409857172765,0
1997,Canada,Quebec,Coffee,20.2639949379416,956.3655828793103,15.45,2.007566035169684,10,82.24,14.77,7.67,54.025995673971536,No Adaptation,662.7570644398024,0
2015,Nigeria,South West,Sugarcane,24.666061641303926,1038.8369952953906,14.35,1.3740750015443233,10,86.61,35.33,13.55,36.7074926125428,Water Management,302.87327802352,0
1999,France,Grand Est,Cotton,17.831540778618347,932.3225835735225,20.12,2.1378649455638814,10,71.77,30.78,26.31,52.33341277298322,Organic Farming,609.5222453753415,0
2007,Australia,Victoria,Corn,24.656243228382408,793.2451614819178,12.89,2.7351949865680485,8,15.22,19.41,93.12,60.76783778977298,Crop Rotation,567.8917889706622,0
2013,Argentina,Northeast,Vegetables,12.098054199969942,971.9207716609445,4.58,2.6458210457988183,6,19.29,44.82,20.2,50.23302046679298,Organic Farming,496.703852066919,0
2021,Australia,New South Wales,Fruits,28.16940427806409,969.8231746011206,14.42,1.7775305528741352,10,22.28,20.15,80.67,45.86684271153665,No Adaptation,525.8892338000646,0
2000,Brazil,Northeast,Vegetables,20.910808839435614,924.3565960249804,23.05,2.231684742222194,10,50.16,11.47,61.19,53.680819149694415,No Adaptation,648.6667744174317,0
1992,Brazil,North,Sugarcane,20.222400586390645,1019.8029500363307,10.72,1.7731807141960023,10,69.23,6.5,55.32,54.26506513054833,No Adaptation,478.2671686864186,0
2014,Argentina,Northwest,Barley,23.271058932679555,928.2206701173135,27.18,2.388054089797878,10,89.32,4.53,85.48,60.06742925866729,Water Management,535.1852635166126,0
2013,Brazil,South,Wheat,20.580391030940877,650.4033031128629,6.33,3.922256579688614,2,80.78,15.88,2.53,69.29007355121578,Water Management,891.9773520663424,0
1992,France,Nouvelle-Aquitaine,Coffee,25.876410492425133,976.4584507226974,22.96,1.6622484028454394,10,40.7,14.1,46.28,32.25601410487087,Organic Farming,297.2459325447247,1
2009,Russia,Volga,Barley,15.82642047386215,1016.2370009712105,10.45,1.4426424733207321,10,70.49,26.44,64.26,38.19840245678631,Drought-resistant Crops,389.12613513851585,0
2003,Australia,Western Australia,Coffee,12.137900524621784,583.6177019694014,4.72,3.481189507153627,0,81.59,26.32,7.1,47.77042565691582,No Adaptation,811.8289378566726,0
